ERs (tCO2e/ha)
""
51.37920773630348
28.711835325163282
19.343295293849938
14.272945378110899
11.438728174279897
9.782286598350902
8.752652399681205
8.06055602466275
7.553300624569498
7.1499456993717985
6.807400515501769
6.502587819478667
6.223031489427801
5.961880469707158
5.715275084990438
5.480951980292417
5.257504603795492
5.043990825746434
4.8397244531209935
4.644164199219408
4.456854322004008
4.277392673741666
4.105413307784853
3.9405768293401215
3.7825648778224994
3.6310768244877067
3.4858276679181444
3.3465465864382744
3.212975859194515
3.0848700016493353
2.961995032406582
2.8441278260868756
2.7310555271248043
2.622575010121674
2.5184923781693414
2.4186224937078626
2.3227885382147995
2.230821597997154
2.1425602739350325
2.0578503133954107
