ERs (tCO2e/ha)
""
47.856128155838995
25.11546522350851
15.722080136412188
10.68256724662036
7.8999218154968105
6.3021738221405785
5.333537497783179
4.703330319350822
4.25861411275135
3.9185106169054507
3.6399955429293223
3.399985754250906
3.185928201528166
2.9908456651385413
2.8107250918081284
2.6431391934884707
2.48651794710428
2.3397628244655286
2.2020418809985833
2.0726803553100694
1.951101760464032
1.8367957110944435
1.72929994503347
1.6281899144653096
1.533072443609844
1.4435815979446147
1.3593757802179216
1.2801355283473963
1.2055617335066888
1.135374125507705
1.0693099409935864
1.00712272641987
0.9485812473690013
0.8934684863688792
0.8415807172345448
0.7927266472940175
0.7467266207993433
0.7034118780746539
0.6626238657285649
0.6242135938739016
