ERs (tCO2e/ha)
""
66.01834263208339
34.82508889389827
21.994775320775133
15.152750735409592
11.408664189567796
9.28587487603302
8.019576817065484
7.210368929410403
6.648566261861466
6.2236360243909035
5.877068523069586
5.57771738059257
5.308855906773258
5.06137037887149
4.830176206289721
4.612329222725087
4.406029396216219
4.210094662631048
4.023682546752241
3.846142452839556
3.6769369083044126
3.5155992281751813
3.3617104460158487
3.214886462116103
3.0747706326181494
2.941029276339824
2.813348764438672
2.691433485124378
2.5750043066690864
2.463797336893208
2.357562869867209
2.256064459636202
2.159078086930871
2.066391398795512
1.9778030086607192
1.8931218485319192
1.8121665673396496
1.7347649708567303
1.6607534994527526
1.5899767405155245
